dir	fecha	indicativo	nombre	prec	presMax	presMin	provincia	racha	sol	tmax	tmed	tmin	velmedia
22.0	2017-07-28	5783	SEVILLA AEROPUERTO	0.0	1011.7	1008.8	SEVILLA	9.7	13.5	40.3	30.1	19.9	3.3
23.0	2017-07-29	1212E	ASTURIAS AEROPUERTO	0.0	1001.6	998.3	ASTURIAS	8.3	12.6	27.8	23.0	18.3	1.4
8.0	2017-07-29	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1013.1	1010.1	ALICANTE	8.9		32.3	27.5	22.7	1.9
22.0	2017-07-29	5783	SEVILLA AEROPUERTO	0.0	1012.6	1009.0	SEVILLA	9.2	13.4	39.1	29.6	20.0	3.3
29.0	2017-07-30	1212E	ASTURIAS AEROPUERTO	1.6	1001.4	999.9	ASTURIAS	8.3	3.8	23.1	20.1	17.1	3.1
99.0	2017-07-30	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1010.6	1006.6	ALICANTE	7.8		34.8	28.0	21.2	2.5
99.0	2017-07-30	5783	SEVILLA AEROPUERTO	0.0	1010.0	1004.8	SEVILLA	10.3	13.2	39.2	30.6	21.9	3.9
20.0	2017-07-31	1212E	ASTURIAS AEROPUERTO	4.1	1000.8	998.3	ASTURIAS	9.2	0.2	19.8	17.6	15.3	1.4
99.0	2017-07-31	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1007.6	1004.5	ALICANTE	7.8		31.6	26.6	21.7	3.1
22.0	2017-07-31	5783	SEVILLA AEROPUERTO	0.0	1008.0	1004.5	SEVILLA	12.8	12.7	36.1	28.4	20.7	5.0
99.0	2017-08-01	1212E	ASTURIAS AEROPUERTO	0.8	1005.2	1000.4	ASTURIAS	4.7	1.6	21.1	17.6	14.1	1.1
99.0	2017-08-01	8019	ALICANTE-ELCHE AEROPUERTO		1013.8	1005.8	ALICANTE	11.7		32.4	28.6	24.9	5.3
22.0	2017-08-01	5783	SEVILLA AEROPUERTO	0.0	1012.9	1007.9	SEVILLA	10.3	6.9	34.0	27.9	21.8	3.1
19.0	2017-08-02	1212E	ASTURIAS AEROPUERTO	0.0	1004.4	1001.6	ASTURIAS	7.2	13.4	26.4	20.3	14.2	2.2
7.0	2017-08-02	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1013.0	1010.2	ALICANTE	12.5		34.5	30.8	27.2	6.7
99.0	2017-08-02	5783	SEVILLA AEROPUERTO	0.0	1013.4	1010.1	SEVILLA	8.9	13.6	38.3	28.2	18.1	2.5
99.0	2017-08-03	1212E	ASTURIAS AEROPUERTO		1005.2	1002.5	ASTURIAS	7.2	2.8	22.7	19.8	16.8	1.1
99.0	2017-08-03	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1012.7	1009.8	ALICANTE	7.8		36.2	30.7	25.2	3.6
22.0	2017-08-03	5783	SEVILLA AEROPUERTO	0.0	1013.9	1009.2	SEVILLA	8.3	13.6	41.7	30.6	19.6	2.5
23.0	2017-08-04	1212E	ASTURIAS AEROPUERTO	8.7	1004.8	1001.4	ASTURIAS	7.2	2.6	24.4	21.2	17.9	0.8
8.0	2017-08-04	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1012.0	1009.4	ALICANTE	7.8		34.7	29.3	23.9	2.8
22.0	2017-08-04	5783	SEVILLA AEROPUERTO	0.0	1011.4	1007.0	SEVILLA	10.3	13.5	43.4	33.2	23.1	3.1
14.0	2017-08-05	1212E	ASTURIAS AEROPUERTO	2.2	1009.9	1004.8	ASTURIAS	7.2	0.0	19.4	17.4	15.5	1.4
99.0	2017-08-05	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1012.4	1008.9	ALICANTE	7.2		33.9	29.3	24.7	2.8
22.0	2017-08-05	5783	SEVILLA AEROPUERTO	0.0	1010.3	1006.9	SEVILLA	10.8	13.3	40.7	32.4	24.2	3.9
99.0	2017-08-06	1212E	ASTURIAS AEROPUERTO	0.0	1009.4	1004.0	ASTURIAS	10.3	2.3	21.6	18.5	15.4	4.2
99.0	2017-08-06	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1013.1	1009.6	ALICANTE	10.8		32.1	28.2	24.4	5.0
99.0	2017-08-06	5783	SEVILLA AEROPUERTO	0.0	1010.8	1007.6	SEVILLA	11.7	12.8	41.4	31.7	22.0	4.2
28.0	2017-08-07	1212E	ASTURIAS AEROPUERTO	8.8	1004.9	1001.1	ASTURIAS	8.3	0.0	17.6	15.8	13.9	0.8
8.0	2017-08-07	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1012.5	1005.1	ALICANTE	12.5		33.7	29.2	24.7	2.8
22.0	2017-08-07	5783	SEVILLA AEROPUERTO	0.0	1010.7	1006.9	SEVILLA	10.8	12.2	39.6	31.1	22.6	3.6
99.0	2017-08-08	1212E	ASTURIAS AEROPUERTO	5.7	1006.7	1004.1	ASTURIAS	8.9	7.1	21.1	17.1	13.1	3.9
	2017-08-08	8019	ALICANTE-ELCHE AEROPUERTO	0.0			ALICANTE						4.7
34.0	2017-08-08	5783	SEVILLA AEROPUERTO	0.0	1011.8	1008.1	SEVILLA	10.3	13.3	37.2	29.3	21.4	2.8
32.0	2017-08-09	1212E	ASTURIAS AEROPUERTO	0.4	1012.8	1005.6	ASTURIAS	12.8	7.7	20.3	16.8	13.3	3.3
	2017-08-09	8019	ALICANTE-ELCHE AEROPUERTO	0.3	1012.1	1008.2	ALICANTE			30.7	27.2	23.7	6.1
22.0	2017-08-09	5783	SEVILLA AEROPUERTO	0.0	1012.2	1009.0	SEVILLA	11.7	13.2	33.2	25.4	17.5	4.2
22.0	2017-08-10	1212E	ASTURIAS AEROPUERTO	0.0	1013.9	1012.1	ASTURIAS	8.3	11.6	21.3	17.0	12.6	2.2
3.0	2017-08-10	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1018.5	1011.9	ALICANTE	11.7		27.4	23.6	19.9	5.3
5.0	2017-08-10	5783	SEVILLA AEROPUERTO	0.0	1014.8	1011.7	SEVILLA	10.8	13.2	36.0	26.7	17.4	2.2
21.0	2017-08-11	1212E	ASTURIAS AEROPUERTO	0.0	1012.6	1009.4	ASTURIAS	8.9	12.4	21.6	16.9	12.2	2.8
10.0	2017-08-11	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1018.5	1015.3	ALICANTE	10.3		28.1	23.6	19.0	3.1
99.0	2017-08-11	5783	SEVILLA AEROPUERTO	0.0	1014.6	1010.2	SEVILLA	11.7	13.0	37.1	29.3	21.5	3.6
99.0	2017-08-12	1212E	ASTURIAS AEROPUERTO	0.0	1009.4	1007.4	ASTURIAS	7.8	11.8	23.1	18.2	13.4	1.9
9.0	2017-08-12	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1018.6	1016.0	ALICANTE	10.8		28.4	24.2	19.9	3.9
14.0	2017-08-12	5783	SEVILLA AEROPUERTO	0.0	1014.0	1010.4	SEVILLA	10.8	13.1	38.1	29.4	20.8	3.1
8.0	2017-08-13	1212E	ASTURIAS AEROPUERTO	0.0	1007.4	1000.6	ASTURIAS	10.3	12.0	23.0	17.4	11.8	3.6
10.0	2017-08-13	8019	ALICANTE-ELCHE AEROPUERTO		1016.0	1013.1	ALICANTE	10.8		29.3	25.2	21.0	5.3
99.0	2017-08-13	5783	SEVILLA AEROPUERTO	0.0	1012.4	1007.0	SEVILLA	8.9	12.8	38.4	29.4	20.5	2.2
99.0	2017-08-14	1212E	ASTURIAS AEROPUERTO		1002.7	997.4	ASTURIAS	8.3	3.7	23.1	20.0	16.8	1.1
99.0	2017-08-14	8019	ALICANTE-ELCHE AEROPUERTO		1014.7	1011.8	ALICANTE	11.7		29.3	25.7	22.1	5.8
99.0	2017-08-14	5783	SEVILLA AEROPUERTO	0.0	1011.9	1007.6	SEVILLA	9.2	12.6	37.6	29.5	21.4	3.3
24.0	2017-08-15	1212E	ASTURIAS AEROPUERTO	0.0	1007.4	1002.3	ASTURIAS	6.7	1.8	21.9	19.8	17.8	1.4
99.0	2017-08-15	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1014.6	1011.9	ALICANTE	10.3		31.7	27.1	22.5	4.7
99.0	2017-08-15	5783	SEVILLA AEROPUERTO	0.0	1013.9	1010.6	SEVILLA	9.7	12.3	39.2	31.0	22.8	3.1
99.0	2017-08-16	1212E	ASTURIAS AEROPUERTO	0.0	1007.8	1006.0	ASTURIAS	6.1	12.8	23.8	19.6	15.5	1.4
99.0	2017-08-16	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1015.0	1013.0	ALICANTE	8.9		33.4	28.6	23.7	3.6
21.0	2017-08-16	5783	SEVILLA AEROPUERTO	0.0	1015.2	1011.2	SEVILLA	8.3	12.6	39.9	30.0	20.1	3.3
20.0	2017-08-17	1212E	ASTURIAS AEROPUERTO	0.3	1006.7	1004.3	ASTURIAS	9.2	6.9	25.0	20.4	15.8	1.4
99.0	2017-08-17	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1015.4	1013.6	ALICANTE	8.3		33.3	28.4	23.6	3.9
23.0	2017-08-17	5783	SEVILLA AEROPUERTO	0.0	1013.7	1009.8	SEVILLA	8.9	12.7	40.0	30.1	20.2	3.1
27.0	2017-08-18	1212E	ASTURIAS AEROPUERTO	0.1	1008.7	1003.6	ASTURIAS	8.3	4.0	22.9	20.5	18.1	0.6
11.0	2017-08-18	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1014.5	1010.5	ALICANTE	8.3		31.4	27.5	23.6	2.8
23.0	2017-08-18	5783	SEVILLA AEROPUERTO	0.0	1013.2	1008.5	SEVILLA	7.8	12.4	40.1	31.0	22.0	2.5
9.0	2017-08-19	1212E	ASTURIAS AEROPUERTO	0.0	1010.6	1007.4	ASTURIAS	9.7	1.1	21.6	18.3	15.0	3.1
36.0	2017-08-19	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1015.8	1011.1	ALICANTE	11.4		32.3	28.6	25.0	5.0
21.0	2017-08-19	5783	SEVILLA AEROPUERTO	0.0	1011.4	1008.4	SEVILLA	10.3	12.1	40.4	31.4	22.4	3.3
10.0	2017-08-20	1212E	ASTURIAS AEROPUERTO	0.0	1009.9	1005.2	ASTURIAS	12.5	12.8	23.8	18.4	13.1	3.6
7.0	2017-08-20	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1017.9	1014.8	ALICANTE	10.3		29.8	27.2	24.7	4.4
22.0	2017-08-20	5783	SEVILLA AEROPUERTO	0.0	1012.6	1008.9	SEVILLA	8.3	12.3	39.7	31.2	22.8	1.9
10.0	2017-08-21	1212E	ASTURIAS AEROPUERTO	0.0	1005.4	997.2	ASTURIAS	8.9	12.2	27.5	20.6	13.7	2.8
99.0	2017-08-21	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1017.2	1014.3	ALICANTE	9.2		29.7	26.0	22.2	3.9
99.0	2017-08-21	5783	SEVILLA AEROPUERTO	0.0	1012.7	1008.7	SEVILLA	8.3	12.4	38.6	31.5	24.4	1.9
99.0	2017-08-22	1212E	ASTURIAS AEROPUERTO	0.0	1004.6	998.2	ASTURIAS	8.3	10.3	22.9	19.1	15.3	4.2
99.0	2017-08-22	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1015.3	1012.1	ALICANTE	6.7		31.6	25.8	20.1	2.8
99.0	2017-08-22	5783	SEVILLA AEROPUERTO	0.0	1013.6	1008.6	SEVILLA	8.9	12.3	38.0	30.6	23.1	2.5
23.0	2017-08-23	1212E	ASTURIAS AEROPUERTO	0.4	1004.1	1002.4	ASTURIAS	9.2	0.0	20.8	17.7	14.6	1.1
99.0	2017-08-23	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1014.5	1012.0	ALICANTE	7.8		29.8	24.2	18.7	2.5
22.0	2017-08-23	5783	SEVILLA AEROPUERTO	0.0	1012.3	1008.4	SEVILLA	9.7	12.1	39.5	30.8	22.0	2.8
99.0	2017-08-24	1212E	ASTURIAS AEROPUERTO	2.3	1003.0	1001.4	ASTURIAS	6.1	0.0	19.5	18.4	17.4	1.4
99.0	2017-08-24	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1014.7	1012.0	ALICANTE	8.3		30.2	24.7	19.2	2.8
99.0	2017-08-24	5783	SEVILLA AEROPUERTO	0.0	1012.4	1009.3	SEVILLA	8.9	12.1	38.4	30.0	21.6	3.1
99.0	2017-08-25	1212E	ASTURIAS AEROPUERTO	0.0	1002.1	1000.3	ASTURIAS	5.0	7.4	22.0	19.2	16.4	1.1
7.0	2017-08-25	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1014.1	1011.7	ALICANTE	8.3		29.5	25.8	22.0	2.8
99.0	2017-08-25	5783	SEVILLA AEROPUERTO	0.0	1012.0	1008.5	SEVILLA	8.3	10.0	37.0	29.4	21.7	2.2
11.0	2017-08-26	1212E	ASTURIAS AEROPUERTO	1.1	1000.3	997.9	ASTURIAS	7.2	4.6	24.8	19.7	14.6	1.1
99.0	2017-08-26	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1014.0	1010.5	ALICANTE	9.2		29.9	26.9	23.9	3.3
4.0	2017-08-26	5783	SEVILLA AEROPUERTO	0.0	1010.3	1005.8	SEVILLA	11.4	5.2	37.7	30.6	23.4	2.8
29.0	2017-08-27	1212E	ASTURIAS AEROPUERTO	1.5	999.7	995.0	ASTURIAS	16.1	1.2	28.9	22.6	16.2	4.4
7.0	2017-08-27	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1013.1	1010.1	ALICANTE	8.3		30.7	26.8	23.0	3.1
21.0	2017-08-27	5783	SEVILLA AEROPUERTO	0.3	1010.6	1007.4	SEVILLA	9.7	6.8	32.6	27.8	23.0	3.3
99.0	2017-08-28	1212E	ASTURIAS AEROPUERTO	0.8	999.7	997.6	ASTURIAS	6.7	5.9	23.0	19.2	15.3	0.8
7.0	2017-08-28	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1013.3	1009.6	ALICANTE	7.2		28.9	26.0	23.1	1.9
99.0	2017-08-28	5783	SEVILLA AEROPUERTO	0.0	1011.8	1009.4	SEVILLA	11.4	10.8	29.7	24.9	20.1	4.4
23.0	2017-08-29	1212E	ASTURIAS AEROPUERTO	1.6	1000.7	998.3	ASTURIAS	6.7	5.8	23.6	20.8	18.0	1.9
25.0	2017-08-29	8019	ALICANTE-ELCHE AEROPUERTO	42.6	1016.2	1008.8	ALICANTE	13.9		27.3	23.2	19.0	1.7
29.0	2017-08-29	5783	SEVILLA AEROPUERTO	7.8	1011.7	1008.8	SEVILLA	11.4	7.1	29.0	24.0	18.9	1.7
35.0	2017-08-30	1212E	ASTURIAS AEROPUERTO	21.1	1006.0	999.0	ASTURIAS	8.9	0.0	18.8	16.4	14.1	0.6
99.0	2017-08-30	8019	ALICANTE-ELCHE AEROPUERTO	1.9	1014.6	1010.3	ALICANTE	9.2		26.4	22.7	19.0	2.5
22.0	2017-08-30	5783	SEVILLA AEROPUERTO	0.0	1013.1	1009.9	SEVILLA	9.2	11.3	31.0	23.9	16.8	1.4
99.0	2017-08-31	1212E	ASTURIAS AEROPUERTO		1009.2	1005.7	ASTURIAS	5.0	5.0	20.0	16.6	13.3	0.8
7.0	2017-08-31	8019	ALICANTE-ELCHE AEROPUERTO	0.1	1013.9	1010.5	ALICANTE	11.7		29.8	25.4	21.0	4.2
1.0	2017-08-31	5783	SEVILLA AEROPUERTO	0.0	1012.6	1008.5	SEVILLA	7.8	12.3	34.8	26.8	18.8	1.4
99.0	2017-09-01	1212E	ASTURIAS AEROPUERTO	0.0	1011.9	1008.2	ASTURIAS	8.3	9.1	21.3	16.8	12.3	2.8
8.0	2017-09-01	8019	ALICANTE-ELCHE AEROPUERTO	0.1	1015.2	1012.2	ALICANTE	13.3		28.5	24.6	20.7	5.8
99.0	2017-09-01	5783	SEVILLA AEROPUERTO	0.0	1012.9	1008.5	SEVILLA	9.2	12.0	36.5	28.8	21.0	1.1
23.0	2017-09-02	1212E	ASTURIAS AEROPUERTO	0.0	1011.6	1004.2	ASTURIAS	9.7	10.7	21.5	16.4	11.4	4.2
8.0	2017-09-02	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1018.0	1015.0	ALICANTE	9.2		27.9	24.5	21.1	3.1
8.0	2017-09-02	5783	SEVILLA AEROPUERTO	0.0	1014.8	1011.3	SEVILLA	10.3	12.1	36.0	28.6	21.3	3.9
27.0	2017-09-03	1212E	ASTURIAS AEROPUERTO	1.7	1004.2	997.6	ASTURIAS	9.7	2.4	22.3	19.4	16.4	1.4
26.0	2017-09-03	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1016.1	1009.3	ALICANTE	8.3		29.2	24.9	20.6	2.5
22.0	2017-09-03	5783	SEVILLA AEROPUERTO	0.0	1013.8	1008.9	SEVILLA	9.7	11.9	36.4	29.2	22.0	3.1
29.0	2017-09-04	1212E	ASTURIAS AEROPUERTO	0.2	1006.2	999.0	ASTURIAS	8.9	4.4	21.8	19.4	17.0	2.8
99.0	2017-09-04	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1016.0	1008.0	ALICANTE	8.9		29.4	24.8	20.1	3.6
20.0	2017-09-04	5783	SEVILLA AEROPUERTO	0.0	1013.6	1010.0	SEVILLA	9.2	12.4	34.7	26.6	18.6	2.5
24.0	2017-09-05	1212E	ASTURIAS AEROPUERTO	4.8	1012.4	1005.2	ASTURIAS	10.3	4.9	22.5	19.8	17.0	0.6
99.0	2017-09-05	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1018.6	1015.8	ALICANTE	7.2		31.4	26.2	21.1	2.8
22.0	2017-09-05	5783	SEVILLA AEROPUERTO	0.0	1017.0	1013.4	SEVILLA	8.3	12.3	36.4	28.5	20.6	2.5
99.0	2017-09-06	1212E	ASTURIAS AEROPUERTO		1013.3	1010.6	ASTURIAS	6.7	3.4	21.9	17.6	13.2	1.7
99.0	2017-09-06	8019	ALICANTE-ELCHE AEROPUERTO	0.7	1017.8	1014.7	ALICANTE	8.3		28.9	24.4	20.0	3.6
22.0	2017-09-06	5783	SEVILLA AEROPUERTO	0.0	1015.9	1010.4	SEVILLA	8.3	12.1	38.6	30.6	22.5	1.9
23.0	2017-09-07	1212E	ASTURIAS AEROPUERTO	0.0	1010.6	1005.3	ASTURIAS	6.7	4.4	20.6	16.7	12.8	1.1
99.0	2017-09-07	8019	ALICANTE-ELCHE AEROPUERTO		1015.3	1011.5	ALICANTE	7.8		28.4	25.6	22.7	2.8
22.0	2017-09-07	5783	SEVILLA AEROPUERTO	0.0	1012.4	1008.5	SEVILLA	9.2	11.8	37.2	29.2	21.2	3.1
28.0	2017-09-08	1212E	ASTURIAS AEROPUERTO	4.0	1005.3	996.9	ASTURIAS	16.9	8.0	20.9	17.0	13.2	3.6
99.0	2017-09-08	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1012.9	1006.9	ALICANTE	7.2		29.3	25.4	21.6	2.8
22.0	2017-09-08	5783	SEVILLA AEROPUERTO	0.0	1011.0	1006.7	SEVILLA	10.8	10.0	37.2	29.5	21.8	3.1
28.0	2017-09-09	1212E	ASTURIAS AEROPUERTO	8.2	1000.6	996.6	ASTURIAS	21.1	3.9	19.6	16.6	13.7	6.1
7.0	2017-09-09	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1006.9	999.0	ALICANTE	13.3		33.8	26.8	19.7	5.3
28.0	2017-09-09	5783	SEVILLA AEROPUERTO	0.0	1009.7	1005.2	SEVILLA	13.3	8.2	31.8	23.4	15.0	5.0
27.0	2017-09-10	1212E	ASTURIAS AEROPUERTO	6.8	1002.1	998.6	ASTURIAS	15.3	4.3	21.9	17.3	12.7	4.2
99.0	2017-09-10	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1010.2	1003.1	ALICANTE	16.1		29.9	24.6	19.2	5.8
32.0	2017-09-10	5783	SEVILLA AEROPUERTO	0.0	1012.4	1009.3	SEVILLA	7.8	12.2	30.6	23.4	16.1	1.7
28.0	2017-09-11	1212E	ASTURIAS AEROPUERTO	3.3	1003.3	998.3	ASTURIAS	16.4	7.1	21.4	18.4	15.3	7.5
99.0	2017-09-11	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1009.9	1006.4	ALICANTE	13.3		33.0	26.2	19.5	5.0
99.0	2017-09-11	5783	SEVILLA AEROPUERTO	0.0	1011.9	1007.9	SEVILLA	6.1	12.1	36.7	26.1	15.5	1.1
99.0	2017-09-12	1212E	ASTURIAS AEROPUERTO	0.0	1006.3	1001.9	ASTURIAS	8.3	3.6	20.9	18.0	15.1	1.9
8.0	2017-09-12	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1018.2	1007.2	ALICANTE	12.8		28.7	24.4	20.2	5.3
36.0	2017-09-12	5783	SEVILLA AEROPUERTO	0.0	1014.2	1009.7	SEVILLA	9.2	12.3	37.8	28.6	19.5	2.5
29.0	2017-09-13	1212E	ASTURIAS AEROPUERTO	5.7	1006.3	1004.1	ASTURIAS	10.8	8.7	24.2	19.2	14.3	3.3
99.0	2017-09-13	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1020.3	1015.8	ALICANTE	7.8		29.0	24.0	19.0	2.2
99.0	2017-09-13	5783	SEVILLA AEROPUERTO	0.0	1017.0	1013.4	SEVILLA	8.3	12.0	37.2	27.4	17.7	1.4
33.0	2017-09-14	1212E	ASTURIAS AEROPUERTO	10.6	1010.6	1003.7	ASTURIAS	13.9	8.5	20.1	16.0	11.9	2.2
99.0	2017-09-14	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1015.9	1008.4	ALICANTE	9.7		33.0	25.3	17.6	3.3
22.0	2017-09-14	5783	SEVILLA AEROPUERTO	0.0	1016.3	1010.3	SEVILLA	11.7	10.2	33.3	26.5	19.7	2.8
23.0	2017-09-15	1212E	ASTURIAS AEROPUERTO	18.7	1006.9	1003.8	ASTURIAS	8.9	3.8	18.9	14.8	10.8	1.7
7.0	2017-09-15	8019	ALICANTE-ELCHE AEROPUERTO	17.5	1009.5	1004.9	ALICANTE	16.9		28.1	23.2	18.4	5.8
25.0	2017-09-15	5783	SEVILLA AEROPUERTO	0.0	1011.0	1006.6	SEVILLA	12.5	11.8	31.2	24.0	16.9	3.9
99.0	2017-09-16	1212E	ASTURIAS AEROPUERTO	2.6	1004.2	1001.9	ASTURIAS	11.4	5.2	18.8	14.2	9.7	3.9
99.0	2017-09-16	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1013.8	1008.3	ALICANTE	9.7		23.7	20.8	18.0	3.9
99.0	2017-09-16	5783	SEVILLA AEROPUERTO	0.0	1013.2	1008.5	SEVILLA	10.3	11.9	27.9	20.7	13.5	4.2
29.0	2017-09-17	1212E	ASTURIAS AEROPUERTO	4.1	1004.3	1001.8	ASTURIAS	11.4	1.9	19.4	15.8	12.3	4.7
99.0	2017-09-17	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1015.8	1012.7	ALICANTE	8.3		26.4	22.0	17.7	2.5
99.0	2017-09-17	5783	SEVILLA AEROPUERTO	0.0	1015.8	1012.9	SEVILLA	11.4	11.9	29.9	21.6	13.2	3.1
29.0	2017-09-18	1212E	ASTURIAS AEROPUERTO	4.6	1009.8	1001.1	ASTURIAS	11.7	1.6	21.0	16.9	12.8	3.9
30.0	2017-09-18	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1016.2	1010.5	ALICANTE	11.4		31.8	24.6	17.4	3.9
23.0	2017-09-18	5783	SEVILLA AEROPUERTO	0.0	1017.9	1014.5	SEVILLA	11.4	11.9	30.3	21.4	12.5	2.5
9.0	2017-09-19	1212E	ASTURIAS AEROPUERTO	0.1	1010.4	1008.0	ASTURIAS	7.2	9.3	20.5	16.2	11.8	1.9
31.0	2017-09-19	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1017.9	1015.5	ALICANTE	11.7		27.0	22.5	18.0	3.1
22.0	2017-09-19	5783	SEVILLA AEROPUERTO	0.0	1018.6	1014.3	SEVILLA	8.3	11.6	32.6	24.0	15.3	1.9
99.0	2017-09-20	1212E	ASTURIAS AEROPUERTO	0.0	1008.0	1002.4	ASTURIAS	6.7	10.9	20.4	15.8	11.2	0.8
13.0	2017-09-20	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1017.3	1014.5	ALICANTE	8.9		27.9	23.4	18.9	1.9
22.0	2017-09-20	5783	SEVILLA AEROPUERTO	0.0	1015.9	1011.4	SEVILLA	7.8	11.1	32.9	24.2	15.5	1.1
19.0	2017-09-21	1212E	ASTURIAS AEROPUERTO	12.6	1007.7	1001.4	ASTURIAS	8.9	2.1	20.0	17.0	14.0	1.9
36.0	2017-09-21	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1014.8	1012.2	ALICANTE	8.9		27.1	22.4	17.6	3.3
99.0	2017-09-21	5783	SEVILLA AEROPUERTO	0.0	1013.3	1009.8	SEVILLA	8.3	11.1	33.0	24.3	15.6	2.8
99.0	2017-09-22	1212E	ASTURIAS AEROPUERTO	0.0	1007.7	1004.0	ASTURIAS	8.3	0.1	19.1	16.1	13.1	2.8
8.0	2017-09-22	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1017.3	1013.5	ALICANTE	13.3		26.5	23.1	19.7	6.7
99.0	2017-09-22	5783	SEVILLA AEROPUERTO	0.0	1014.0	1010.8	SEVILLA	7.2	11.1	32.8	24.4	16.1	1.7
99.0	2017-09-23	1212E	ASTURIAS AEROPUERTO	0.0	1004.7	1000.7	ASTURIAS	8.3	8.5	22.0	17.0	12.0	2.8
8.0	2017-09-23	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1017.8	1014.9	ALICANTE	9.2		25.7	21.6	17.5	3.1
27.0	2017-09-23	5783	SEVILLA AEROPUERTO	0.0	1015.6	1012.5	SEVILLA	7.2	11.3	32.3	25.2	18.0	1.9
14.0	2017-09-24	1212E	ASTURIAS AEROPUERTO	4.0	1006.2	1002.9	ASTURIAS	11.4	7.1	23.1	18.6	14.1	1.7
20.0	2017-09-24	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1017.8	1015.5	ALICANTE	8.3		28.4	22.4	16.5	2.5
23.0	2017-09-24	5783	SEVILLA AEROPUERTO	0.0	1017.6	1014.5	SEVILLA	8.3	11.4	33.2	25.9	18.6	1.1
99.0	2017-09-25	1212E	ASTURIAS AEROPUERTO	0.0	1009.1	1005.5	ASTURIAS	9.7	4.7	20.9	16.8	12.8	2.2
18.0	2017-09-25	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1015.6	1011.1	ALICANTE	10.8		32.7	24.8	17.0	3.6
18.0	2017-09-25	5783	SEVILLA AEROPUERTO	0.0	1017.6	1013.0	SEVILLA	10.8	11.4	34.0	25.5	17.0	2.5
17.0	2017-09-26	1212E	ASTURIAS AEROPUERTO	0.0	1008.3	1003.0	ASTURIAS	11.4	11.2	21.5	17.0	12.6	2.8
99.0	2017-09-26	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1017.4	1013.4	ALICANTE	11.7		27.3	23.2	19.0	6.1
23.0	2017-09-26	5783	SEVILLA AEROPUERTO	0.0	1015.5	1012.4	SEVILLA	8.9	11.3	32.2	23.2	14.1	2.2
23.0	2017-09-27	1212E	ASTURIAS AEROPUERTO	0.0	1005.1	1002.5	ASTURIAS	10.8	10.0	25.6	19.7	13.8	3.1
99.0	2017-09-27	8019	ALICANTE-ELCHE AEROPUERTO	0.0	1019.7	1016.8	ALICANTE	7.8		26.0	22.8	19.7	3.1
2.0	2017-09-27	5783	SEVILLA AEROPUERTO	0.0	1017.3	1015.0	SEVILLA	6.7	0.4	25.8	21.2	16.7	2.5
99.0	2017-09-28	1212E	ASTURIAS AEROPUERTO	0.0	1006.3	1004.5	ASTURIAS	6.7	10.7	24.5	20.0	15.5	2.5
